Function: strcmp
Variant: default
                                    generic_strcmp	__strcmp_lsx	__strcmp_aligned
========================================================================================================================
length=23, align1=16272, align2=16328:         0.76	        0.68 ( 10.50%)	        0.64 ( 15.79%)	
length=23, align1=16328, align2=16272:         0.76	        0.68 ( 10.52%)	        0.64 ( 15.77%)	
       length=24, align1=0, align2=0:         1.02	        0.44 ( 56.90%)	        0.76 ( 25.54%)	
      length=24, align1=24, align2=0:         1.02	        0.88 ( 13.74%)	        0.76 ( 25.48%)	
      length=24, align1=0, align2=24:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
 length=24, align1=8192, align2=8191:         1.28	        0.88 ( 31.56%)	        1.08 ( 15.72%)	
 length=24, align1=8191, align2=8192:         1.20	        0.88 ( 26.83%)	        1.04 ( 13.34%)	
   length=24, align1=16360, align2=0:         1.05	        0.88 ( 16.55%)	        0.76 ( 27.51%)	
   length=24, align1=0, align2=16360:         1.02	        0.87 ( 14.36%)	        0.76 ( 25.49%)	
   length=24, align1=16368, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.21%)	
   length=24, align1=0, align2=16368:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=24, align1=16368, align2=16376:         1.02	        0.86 ( 15.69%)	        0.76 ( 25.49%)	
length=24, align1=16376, align2=16368:         1.02	        0.86 ( 15.69%)	        0.76 ( 25.50%)	
   length=24, align1=16352, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=24, align1=0, align2=16352:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.24%)	
length=24, align1=16352, align2=16368:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=24, align1=16368, align2=16352:         1.02	        0.44 ( 56.86%)	        0.79 ( 22.80%)	
   length=24, align1=16336, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=24, align1=0, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=24, align1=16336, align2=16360:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
length=24, align1=16360, align2=16336:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.50%)	
   length=24, align1=16320, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=24, align1=0, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=24, align1=16320, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=24, align1=16352, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=24, align1=16304, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=24, align1=0, align2=16304:         1.02	        0.44 ( 56.85%)	        0.79 ( 22.64%)	
length=24, align1=16304, align2=16344:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
length=24, align1=16344, align2=16304:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.48%)	
   length=24, align1=16288, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=24, align1=0, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=24, align1=16288, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=24, align1=16336, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=24, align1=16272, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=24, align1=0, align2=16272:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.42%)	
length=24, align1=16272, align2=16328:         1.02	        0.87 ( 14.37%)	        0.76 ( 25.48%)	
length=24, align1=16328, align2=16272:         1.02	        0.90 ( 11.85%)	        0.76 ( 25.47%)	
       length=25, align1=0, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
      length=25, align1=25, align2=0:         1.96	        0.86 ( 56.13%)	        1.06 ( 45.85%)	
      length=25, align1=0, align2=25:         1.28	        0.86 ( 32.81%)	        1.06 ( 17.18%)	
 length=25, align1=8192, align2=8191:         1.26	        0.86 ( 31.76%)	        1.18 (  6.34%)	
 length=25, align1=8191, align2=8192:         1.40	        0.86 ( 38.50%)	        1.18 ( 15.73%)	
   length=25, align1=16359, align2=0:         1.40	        0.86 ( 38.57%)	        1.18 ( 15.72%)	
   length=25, align1=0, align2=16359:         1.26	        0.88 ( 30.46%)	        1.21 (  3.97%)	
   length=25, align1=16368, align2=0:         1.02	        0.44 ( 56.70%)	        0.76 ( 25.48%)	
   length=25, align1=0, align2=16368:         1.02	        0.46 ( 54.89%)	        0.76 ( 25.49%)	
length=25, align1=16368, align2=16376:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
length=25, align1=16376, align2=16368:         1.02	        0.88 ( 13.66%)	        0.76 ( 25.49%)	
   length=25, align1=16352, align2=0:         1.02	        0.44 ( 56.88%)	        0.76 ( 25.54%)	
   length=25, align1=0, align2=16352:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=25, align1=16352, align2=16368:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
length=25, align1=16368, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=25, align1=16336, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=25, align1=0, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=25, align1=16336, align2=16360:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.50%)	
length=25, align1=16360, align2=16336:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=25, align1=16320, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
   length=25, align1=0, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=25, align1=16320, align2=16352:         1.02	        0.44 ( 56.94%)	        0.76 ( 25.63%)	
length=25, align1=16352, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=25, align1=16304, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=25, align1=0, align2=16304:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=25, align1=16304, align2=16344:         1.02	        0.86 ( 15.56%)	        0.76 ( 25.50%)	
length=25, align1=16344, align2=16304:         1.06	        0.86 ( 18.54%)	        0.76 ( 28.01%)	
   length=25, align1=16288, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=25, align1=0, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=25, align1=16288, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=25, align1=16336, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=25, align1=16272, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=25, align1=0, align2=16272:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=25, align1=16272, align2=16328:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.49%)	
length=25, align1=16328, align2=16272:         1.02	        0.86 ( 15.68%)	        0.77 ( 24.93%)	
       length=26, align1=0, align2=0:         1.02	        0.44 ( 56.86%)	        0.78 ( 23.19%)	
      length=26, align1=26, align2=0:         1.80	        0.86 ( 52.22%)	        1.06 ( 40.96%)	
      length=26, align1=0, align2=26:         1.28	        0.88 ( 31.33%)	        1.06 ( 17.14%)	
 length=26, align1=8192, align2=8191:         1.26	        0.86 ( 31.75%)	        1.18 (  6.35%)	
 length=26, align1=8191, align2=8192:         1.40	        0.86 ( 38.57%)	        1.18 ( 15.72%)	
   length=26, align1=16358, align2=0:         1.52	        0.87 ( 43.01%)	        1.18 ( 22.39%)	
   length=26, align1=0, align2=16358:         1.26	        0.88 ( 30.42%)	        1.18 (  6.35%)	
   length=26, align1=16368, align2=0:         1.02	        0.44 ( 56.55%)	        0.76 ( 25.42%)	
   length=26, align1=0, align2=16368:         1.05	        0.46 ( 55.97%)	        0.76 ( 27.27%)	
length=26, align1=16368, align2=16376:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.49%)	
length=26, align1=16376, align2=16368:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=26, align1=16352, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=26, align1=0, align2=16352:         1.02	        0.46 ( 54.80%)	        0.76 ( 25.50%)	
length=26, align1=16352, align2=16368:         1.02	        0.44 ( 56.89%)	        0.76 ( 25.53%)	
length=26, align1=16368, align2=16352:         1.02	        0.44 ( 56.89%)	        0.76 ( 25.54%)	
   length=26, align1=16336, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=26, align1=0, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=26, align1=16336, align2=16360:         1.02	        0.86 ( 15.68%)	        0.79 ( 22.80%)	
length=26, align1=16360, align2=16336:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=26, align1=16320, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
   length=26, align1=0, align2=16320:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
length=26, align1=16320, align2=16352:         1.02	        0.44 ( 56.88%)	        0.76 ( 25.54%)	
length=26, align1=16352, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=26, align1=16304, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=26, align1=0, align2=16304:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
length=26, align1=16304, align2=16344:         1.02	        0.86 ( 15.69%)	        0.76 ( 25.49%)	
length=26, align1=16344, align2=16304:         1.02	        0.86 ( 15.69%)	        0.76 ( 25.50%)	
   length=26, align1=16288, align2=0:         1.02	        0.47 ( 54.02%)	        0.76 ( 25.48%)	
   length=26, align1=0, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=26, align1=16288, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=26, align1=16336, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=26, align1=16272, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=26, align1=0, align2=16272:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.50%)	
length=26, align1=16272, align2=16328:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
length=26, align1=16328, align2=16272:         1.02	        0.86 ( 15.69%)	        0.76 ( 25.49%)	
       length=27, align1=0, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
      length=27, align1=27, align2=0:         1.71	        0.86 ( 49.56%)	        1.08 ( 36.67%)	
      length=27, align1=0, align2=27:         1.28	        0.86 ( 32.83%)	        1.06 ( 17.19%)	
 length=27, align1=8192, align2=8191:         1.26	        0.86 ( 31.75%)	        1.18 (  6.36%)	
 length=27, align1=8191, align2=8192:         1.40	        0.86 ( 38.69%)	        1.18 ( 15.58%)	
   length=27, align1=16357, align2=0:         1.60	        0.86 ( 46.26%)	        1.18 ( 26.07%)	
   length=27, align1=0, align2=16357:         1.26	        0.87 ( 30.74%)	        1.18 (  6.35%)	
   length=27, align1=16368, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
   length=27, align1=0, align2=16368:         1.02	        0.46 ( 54.89%)	        0.76 ( 25.48%)	
length=27, align1=16368, align2=16376:         1.02	        0.89 ( 13.13%)	        0.76 ( 25.49%)	
length=27, align1=16376, align2=16368:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=27, align1=16352, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=27, align1=0, align2=16352:         1.02	        0.45 ( 56.23%)	        0.76 ( 25.49%)	
length=27, align1=16352, align2=16368:         1.02	        0.44 ( 56.94%)	        0.76 ( 25.64%)	
length=27, align1=16368, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=27, align1=16336, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.50%)	
   length=27, align1=0, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
length=27, align1=16336, align2=16360:         1.02	        0.86 ( 15.81%)	        0.76 ( 25.66%)	
length=27, align1=16360, align2=16336:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.48%)	
   length=27, align1=16320, align2=0:         1.05	        0.44 ( 58.10%)	        0.76 ( 27.64%)	
   length=27, align1=0, align2=16320:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=27, align1=16320, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=27, align1=16352, align2=16320:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
   length=27, align1=16304, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=27, align1=0, align2=16304:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
length=27, align1=16304, align2=16344:         1.02	        0.86 ( 15.47%)	        0.76 ( 25.49%)	
length=27, align1=16344, align2=16304:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=27, align1=16288, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=27, align1=0, align2=16288:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=27, align1=16288, align2=16336:         1.04	        0.44 ( 57.69%)	        0.76 ( 27.08%)	
length=27, align1=16336, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=27, align1=16272, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
   length=27, align1=0, align2=16272:         1.02	        0.44 ( 56.98%)	        0.76 ( 25.70%)	
length=27, align1=16272, align2=16328:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.49%)	
length=27, align1=16328, align2=16272:         1.02	        0.86 ( 15.35%)	        0.76 ( 25.49%)	
       length=28, align1=0, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
      length=28, align1=28, align2=0:         1.72	        0.86 ( 50.05%)	        1.18 ( 31.45%)	
      length=28, align1=0, align2=28:         1.26	        0.86 ( 31.75%)	        1.21 (  4.10%)	
 length=28, align1=8192, align2=8191:         1.26	        0.86 ( 31.58%)	        1.18 (  6.29%)	
 length=28, align1=8191, align2=8192:         1.40	        0.86 ( 38.57%)	        1.18 ( 15.72%)	
   length=28, align1=16356, align2=0:         1.72	        0.86 ( 50.03%)	        1.18 ( 31.44%)	
   length=28, align1=0, align2=16356:         1.26	        0.86 ( 31.74%)	        1.18 (  6.35%)	
   length=28, align1=16368, align2=0:         1.02	        0.46 ( 54.89%)	        0.76 ( 25.43%)	
   length=28, align1=0, align2=16368:         1.02	        0.45 ( 55.78%)	        0.76 ( 25.48%)	
length=28, align1=16368, align2=16376:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
length=28, align1=16376, align2=16368:         1.02	        0.86 ( 15.68%)	        0.79 ( 22.79%)	
   length=28, align1=16352, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
   length=28, align1=0, align2=16352:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=28, align1=16352, align2=16368:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
length=28, align1=16368, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=28, align1=16336, align2=0:         1.02	        0.44 ( 56.98%)	        0.76 ( 25.70%)	
   length=28, align1=0, align2=16336:         1.02	        0.44 ( 56.93%)	        0.76 ( 25.61%)	
length=28, align1=16336, align2=16360:         1.02	        0.87 ( 14.67%)	        0.76 ( 25.48%)	
length=28, align1=16360, align2=16336:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=28, align1=16320, align2=0:         1.02	        0.44 ( 56.89%)	        0.76 ( 25.54%)	
   length=28, align1=0, align2=16320:         1.02	        0.47 ( 54.23%)	        0.76 ( 25.48%)	
length=28, align1=16320, align2=16352:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
length=28, align1=16352, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=28, align1=16304, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
   length=28, align1=0, align2=16304:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
length=28, align1=16304, align2=16344:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.49%)	
length=28, align1=16344, align2=16304:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.48%)	
   length=28, align1=16288, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=28, align1=0, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=28, align1=16288, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.50%)	
length=28, align1=16336, align2=16288:         1.02	        0.47 ( 53.66%)	        0.76 ( 25.49%)	
   length=28, align1=16272, align2=0:         1.02	        0.46 ( 54.90%)	        0.76 ( 25.48%)	
   length=28, align1=0, align2=16272:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=28, align1=16272, align2=16328:         1.02	        0.88 ( 14.04%)	        0.76 ( 25.50%)	
length=28, align1=16328, align2=16272:         1.02	        0.87 ( 14.49%)	        0.76 ( 25.49%)	
       length=29, align1=0, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.49%)	
      length=29, align1=29, align2=0:         1.60	        0.86 ( 46.25%)	        1.18 ( 26.25%)	
      length=29, align1=0, align2=29:         1.26	        0.86 ( 31.74%)	        1.18 (  6.35%)	
 length=29, align1=8192, align2=8191:         1.26	        0.86 ( 31.75%)	        1.20 (  4.63%)	
 length=29, align1=8191, align2=8192:         1.40	        0.87 ( 37.69%)	        1.18 ( 15.72%)	
   length=29, align1=16355, align2=0:         1.83	        0.86 ( 52.94%)	        1.18 ( 35.43%)	
   length=29, align1=0, align2=16355:         1.26	        0.88 ( 30.17%)	        1.18 (  6.35%)	
   length=29, align1=16368, align2=0:         1.02	        0.46 ( 54.90%)	        0.76 ( 25.49%)	
   length=29, align1=0, align2=16368:         1.02	        0.46 ( 54.90%)	        0.76 ( 25.49%)	
length=29, align1=16368, align2=16376:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.50%)	
length=29, align1=16376, align2=16368:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=29, align1=16352, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=29, align1=0, align2=16352:         1.05	        0.44 ( 57.92%)	        0.76 ( 27.34%)	
length=29, align1=16352, align2=16368:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.26%)	
length=29, align1=16368, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=29, align1=16336, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=29, align1=0, align2=16336:         1.03	        0.44 ( 57.28%)	        0.76 ( 26.22%)	
length=29, align1=16336, align2=16360:         1.02	        0.87 ( 14.53%)	        0.76 ( 25.49%)	
length=29, align1=16360, align2=16336:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
   length=29, align1=16320, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.35%)	
   length=29, align1=0, align2=16320:         1.02	        0.44 ( 56.94%)	        0.76 ( 25.63%)	
length=29, align1=16320, align2=16352:         1.02	        0.44 ( 57.00%)	        0.76 ( 25.74%)	
length=29, align1=16352, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=29, align1=16304, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=29, align1=0, align2=16304:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=29, align1=16304, align2=16344:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.48%)	
length=29, align1=16344, align2=16304:         1.02	        0.88 ( 13.29%)	        0.76 ( 25.49%)	
   length=29, align1=16288, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=29, align1=0, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=29, align1=16288, align2=16336:         1.03	        0.44 ( 57.18%)	        0.76 ( 26.03%)	
length=29, align1=16336, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=29, align1=16272, align2=0:         1.02	        0.44 ( 56.86%)	        0.79 ( 22.80%)	
   length=29, align1=0, align2=16272:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=29, align1=16272, align2=16328:         1.02	        0.86 ( 15.62%)	        0.76 ( 25.49%)	
length=29, align1=16328, align2=16272:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
       length=30, align1=0, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
      length=30, align1=30, align2=0:         1.52	        0.88 ( 42.42%)	        1.18 ( 22.32%)	
      length=30, align1=0, align2=30:         1.26	        0.86 ( 31.74%)	        1.18 (  6.35%)	
 length=30, align1=8192, align2=8191:         1.26	        0.86 ( 31.75%)	        1.18 (  6.35%)	
 length=30, align1=8191, align2=8192:         1.40	        0.86 ( 38.57%)	        1.20 ( 14.19%)	
   length=30, align1=16354, align2=0:         1.92	        0.86 ( 55.29%)	        1.18 ( 38.63%)	
   length=30, align1=0, align2=16354:         1.26	        0.86 ( 31.74%)	        1.18 (  6.35%)	
   length=30, align1=16368, align2=0:         1.02	        0.46 ( 54.89%)	        0.76 ( 25.49%)	
   length=30, align1=0, align2=16368:         1.02	        0.46 ( 54.89%)	        0.76 ( 25.48%)	
length=30, align1=16368, align2=16376:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
length=30, align1=16376, align2=16368:         1.02	        0.87 ( 14.74%)	        0.76 ( 25.50%)	
   length=30, align1=16352, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.50%)	
   length=30, align1=0, align2=16352:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
length=30, align1=16352, align2=16368:         1.05	        0.44 ( 58.21%)	        0.76 ( 27.81%)	
length=30, align1=16368, align2=16352:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
   length=30, align1=16336, align2=0:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=30, align1=0, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.42%)	
length=30, align1=16336, align2=16360:         1.02	        0.86 ( 15.95%)	        0.76 ( 25.73%)	
length=30, align1=16360, align2=16336:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.48%)	
   length=30, align1=16320, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.50%)	
   length=30, align1=0, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=30, align1=16320, align2=16352:         1.02	        0.44 ( 56.80%)	        0.76 ( 25.49%)	
length=30, align1=16352, align2=16320:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
   length=30, align1=16304, align2=0:         1.04	        0.44 ( 57.85%)	        0.76 ( 27.19%)	
   length=30, align1=0, align2=16304:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.49%)	
length=30, align1=16304, align2=16344:         1.02	        0.86 ( 15.67%)	        0.76 ( 25.48%)	
length=30, align1=16344, align2=16304:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.48%)	
   length=30, align1=16288, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=30, align1=0, align2=16288:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.15%)	
length=30, align1=16288, align2=16336:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.48%)	
length=30, align1=16336, align2=16288:         1.02	        0.44 ( 57.06%)	        0.76 ( 25.85%)	
   length=30, align1=16272, align2=0:         1.02	        0.44 ( 56.85%)	        0.76 ( 25.48%)	
   length=30, align1=0, align2=16272:         1.02	        0.44 ( 56.86%)	        0.76 ( 25.30%)	
length=30, align1=16272, align2=16328:         1.04	        0.86 ( 17.67%)	        0.76 ( 27.24%)	
length=30, align1=16328, align2=16272:         1.02	        0.86 ( 15.68%)	        0.76 ( 25.49%)	
       length=31, align1=0, align2=0:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.16%)	
      length=31, align1=31, align2=0:         1.40	        0.86 ( 38.60%)	        1.18 ( 15.75%)	
      length=31, align1=0, align2=31:         1.12	        0.86 ( 23.25%)	        1.18 ( -5.32%)	
 length=31, align1=8192, align2=8191:         1.13	        0.86 ( 23.65%)	        1.18 ( -4.75%)	
 length=31, align1=8191, align2=8192:         1.40	        0.86 ( 38.60%)	        1.18 ( 15.76%)	
   length=31, align1=16353, align2=0:         2.06	        0.86 ( 58.25%)	        1.28 ( 37.81%)	
   length=31, align1=0, align2=16353:         1.12	        0.86 ( 23.22%)	        1.19 ( -5.88%)	
   length=31, align1=16368, align2=0:         0.88	        0.44 ( 49.93%)	        0.72 ( 18.18%)	
   length=31, align1=0, align2=16368:         0.88	        0.46 ( 47.73%)	        0.72 ( 18.18%)	
length=31, align1=16368, align2=16376:         0.88	        0.87 (  1.41%)	        0.72 ( 18.18%)	
length=31, align1=16376, align2=16368:         0.88	        0.86 (  2.27%)	        0.72 ( 18.18%)	
   length=31, align1=16352, align2=0:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
   length=31, align1=0, align2=16352:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16352, align2=16368:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16368, align2=16352:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
   length=31, align1=16336, align2=0:         0.88	        0.44 ( 50.00%)	        0.75 ( 15.05%)	
   length=31, align1=0, align2=16336:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16336, align2=16360:         0.88	        0.86 (  2.27%)	        0.72 ( 17.91%)	
length=31, align1=16360, align2=16336:         0.88	        0.86 (  2.36%)	        0.72 ( 18.25%)	
   length=31, align1=16320, align2=0:         0.88	        0.44 ( 50.01%)	        0.72 ( 18.19%)	
   length=31, align1=0, align2=16320:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16320, align2=16352:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16352, align2=16320:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
   length=31, align1=16304, align2=0:         0.88	        0.44 ( 49.99%)	        0.72 ( 18.18%)	
   length=31, align1=0, align2=16304:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16304, align2=16344:         0.88	        0.86 (  2.27%)	        0.72 ( 18.18%)	
length=31, align1=16344, align2=16304:         0.90	        0.87 (  3.46%)	        0.72 ( 20.14%)	
   length=31, align1=16288, align2=0:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.17%)	
   length=31, align1=0, align2=16288:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16288, align2=16336:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
length=31, align1=16336, align2=16288:         0.88	        0.44 ( 50.03%)	        0.72 ( 18.25%)	
   length=31, align1=16272, align2=0:         0.88	        0.44 ( 50.00%)	        0.72 ( 18.18%)	
